seq	batch	kind	status	action	path	notes
705	frontend	code	reviewed-no-confirmed-dead-code	checked	frontend/themes/theme_manager/core.py	已逐文件读取并完成首轮复核；py 文件 461 行，顶层符号 1，导入语句 9。二轮复核：`ConfigManager` 属于 `TYPE_CHECKING` 前向引用导入，保留。
706	frontend	code	reviewed-no-confirmed-dead-code	checked	frontend/themes/theme_manager/properties_mixin.py	已逐文件读取并完成首轮复核；py 文件 500 行，顶层符号 1，导入语句 0。
707	frontend	code	reviewed-no-confirmed-dead-code	checked	frontend/themes/theme_manager/themes.py	已逐文件读取并完成首轮复核；py 文件 242 行，顶层符号 4，导入语句 3。
708	frontend	code	reviewed-dead-code-cleaned	edited	frontend/themes/theme_manager/v2_config_mixin.py	第十六轮复核：移除零引用无效导入 get_component_meta。
709	frontend	code	reviewed-no-confirmed-dead-code	checked	frontend/themes/transparency_aware_mixin.py	已逐文件读取并完成首轮复核；py 文件 382 行，顶层符号 1，导入语句 4。
710	frontend	code	reviewed-dead-code-cleaned	edited	frontend/themes/transparency_tokens.py	第十六轮复核：移除零调用函数 get_component_meta()。第四十九轮复核：移除零引用无效导入 `Tuple`；get_all_component_ids() 仍被 V2 配置混入使用，保留。
711	frontend	code	reviewed-dead-code-cleaned	edited	frontend/utils/__init__.py	第十八轮复核：在已移除零引用导出 PoolManager、get_pool 的基础上，继续移除已失效导入/导出 submit_task、reset_chapter_cache。第四十八轮复核：确认当前仓库不存在任何 `from utils import ...` 或 `import utils` 的真实消费者，移除 13 个历史聚合导出并保留精简包入口。
712	frontend	code	reviewed-no-confirmed-dead-code	checked	frontend/utils/async_worker.py	已逐文件读取并完成首轮复核；py 文件 286 行，顶层符号 4，导入语句 6。
713	frontend	code	reviewed-dead-code-cleaned	edited	frontend/utils/chapter_cache.py	第十八轮复核：移除零调用测试辅助函数 reset_chapter_cache()。第四十七轮复核：移除零引用无效导入 `List`。
714	frontend	code	reviewed-no-confirmed-dead-code	checked	frontend/utils/chapter_error_formatter.py	已逐文件读取并完成首轮复核；py 文件 98 行，顶层符号 2，导入语句 1。
715	frontend	code	reviewed-dead-code-cleaned	edited	frontend/utils/component_pool.py	移除零引用全局池管理接口 PoolManager、get_pool()；复核 reset_outline_row() 仍被 chapter_outline/components/outline_list.py 使用，保留。第四十七轮复核：移除零引用无效导入 `Any`。
716	frontend	code	reviewed-no-confirmed-dead-code	checked	frontend/utils/config_manager.py	已逐文件读取并完成首轮复核；py 文件 269 行，顶层符号 1，导入语句 1。
717	frontend	code	reviewed-dead-code-cleaned	edited	frontend/utils/constants.py	移除零引用常量类 UIConstants、PageConstants、ChapterConstants。
718	frontend	code	reviewed-dead-code-cleaned	edited	frontend/utils/dpi_utils.py	第十六轮复核：移除零调用便捷函数 responsive()。
719	frontend	code	reviewed-dead-code-cleaned	edited	frontend/utils/error_handler.py	移除零引用装饰器 handle_api_errors()。
720	frontend	code	reviewed-no-confirmed-dead-code	checked	frontend/utils/formatters.py	已逐文件读取并完成首轮复核；py 文件 57 行，顶层符号 3，导入语句 0。
721	frontend	code	reviewed-dead-code-cleaned	edited	frontend/utils/lazy_loader.py	第五十一轮复核：移除零引用无效导入 `QSizePolicy`。
722	frontend	code	reviewed-dead-code-cleaned	edited	frontend/utils/message_service.py	第十九轮复核：移除零调用便捷函数 confirm_danger()；MessageService.confirm_danger() 静态方法复核后保留。
723	frontend	code	reviewed-dead-code-cleaned	edited	frontend/utils/page_registry.py	移除零引用页面类注册接口 register_page() 与 _page_registry，并删去 create_page()/is_page_registered() 的无效类注册分支。
724	frontend	code	reviewed-no-confirmed-dead-code	checked	frontend/utils/project_helpers.py	已逐文件读取并完成首轮复核；py 文件 31 行，顶层符号 1，导入语句 1。二轮复核：get_blueprint() 由 frontend/windows/novel_detail/main.py 使用，保留。
725	frontend	code	reviewed-no-confirmed-dead-code	checked	frontend/utils/sse_worker.py	已逐文件读取并完成首轮复核；py 文件 569 行，顶层符号 6，导入语句 9。
726	frontend	code	reviewed-no-confirmed-dead-code	checked	frontend/utils/system_blur.py	已逐文件读取并完成首轮复核；py 文件 344 行，顶层符号 1，导入语句 3。
727	frontend	code	reviewed-dead-code-cleaned	edited	frontend/utils/window_blur.py	第四十七轮复核：移除零引用无效导入 `Optional`。
728	frontend	code	reviewed-no-confirmed-dead-code	checked	frontend/utils/worker_manager.py	已逐文件读取并完成首轮复核；py 文件 357 行，顶层符号 1，导入语句 5。
729	frontend	code	reviewed-dead-code-cleaned	edited	frontend/utils/worker_pool.py	第十八轮复核：移除零调用便捷函数 submit_task()。
730	frontend	code	reviewed-dead-code-cleaned	edited	frontend/windows/__init__.py	第二十八轮复核：当前仓库不存在任何 from windows import ... 使用点，移除整组窗口聚合导出并保留空包入口。
731	frontend	code	reviewed-dead-code-cleaned	edited	frontend/windows/base/__init__.py	第三十一轮复核：当前仓库仅通过包级入口使用 BaseWorkspacePage，移除 BaseDetailPage、BaseSection 的残留转发导出。
732	frontend	code	reviewed-dead-code-cleaned	edited	frontend/windows/base/detail_page.py	第四十七轮复核：移除零引用无效导入 `Callable`。
733	frontend	code	reviewed-no-confirmed-dead-code	checked	frontend/windows/base/sections/__init__.py	已逐文件读取并完成首轮复核；py 文件 12 行，顶层符号 0，导入语句 1。
734	frontend	code	reviewed-no-confirmed-dead-code	checked	frontend/windows/base/sections/base_section.py	已逐文件读取并完成首轮复核；py 文件 320 行，顶层符号 2，导入语句 7。
735	frontend	code	reviewed-dead-code-cleaned	edited	frontend/windows/base/workspace_page.py	第四十八轮复核：移除零引用无效导入 `List`。
736	frontend	code	reviewed-no-confirmed-dead-code	checked	frontend/windows/coding_desk/__init__.py	已逐文件读取并完成首轮复核；py 文件 9 行，顶层符号 0，导入语句 1。
737	frontend	code	reviewed-no-confirmed-dead-code	checked	frontend/windows/coding_desk/agent_content.py	已逐文件读取并完成首轮复核；py 文件 802 行，顶层符号 1，导入语句 11。
738	frontend	code	reviewed-no-confirmed-dead-code	checked	frontend/windows/coding_desk/assistant_panel.py	已逐文件读取并完成首轮复核；py 文件 701 行，顶层符号 2，导入语句 12。
739	frontend	code	reviewed-dead-code-cleaned	edited	frontend/windows/coding_desk/components/__init__.py	第三十一轮复核：当前仓库仅通过包级入口使用 DirectoryTree、ProjectInfoCard，移除 TreeNodeItem、TechStackTag 的残留转发导出。
740	frontend	code	reviewed-no-confirmed-dead-code	checked	frontend/windows/coding_desk/components/directory_tree.py	已逐文件读取并完成首轮复核；py 文件 523 行，顶层符号 2，导入语句 10。
741	frontend	code	reviewed-dead-code-cleaned	edited	frontend/windows/coding_desk/components/project_info_card.py	第五十一轮复核：移除零引用无效导入 `logging`、`List` 与零引用 `logger`。
742	frontend	code	reviewed-dead-code-cleaned	edited	frontend/windows/coding_desk/header.py	第四十八轮复核：移除零引用无效导入 `Optional`、`QWidget`。
743	frontend	code	reviewed-no-confirmed-dead-code	checked	frontend/windows/coding_desk/main.py	已逐文件读取并完成首轮复核；py 文件 282 行，顶层符号 1，导入语句 13。
744	frontend	code	reviewed-no-confirmed-dead-code	checked	frontend/windows/coding_desk/mixins/__init__.py	已逐文件读取并完成首轮复核；py 文件 13 行，顶层符号 0，导入语句 2。
745	frontend	code	reviewed-no-confirmed-dead-code	checked	frontend/windows/coding_desk/mixins/content_management_mixin.py	已逐文件读取并完成首轮复核；py 文件 128 行，顶层符号 1，导入语句 4。
746	frontend	code	reviewed-no-confirmed-dead-code	checked	frontend/windows/coding_desk/mixins/file_generation_mixin.py	已逐文件读取并完成首轮复核；py 文件 141 行，顶层符号 1，导入语句 5。
747	frontend	code	reviewed-dead-code-cleaned	edited	frontend/windows/coding_desk/sidebar.py	第四十八轮复核：移除零引用无效导入 `QFrame`。
748	frontend	code	reviewed-dead-code-cleaned	edited	frontend/windows/coding_desk/workspace.py	第四十八轮复核：移除零引用无效导入 `QFrame`。
749	frontend	code	reviewed-no-confirmed-dead-code	checked	frontend/windows/coding_detail/__init__.py	已逐文件读取并完成首轮复核；py 文件 17 行，顶层符号 0，导入语句 1。
750	frontend	code	reviewed-no-confirmed-dead-code	checked	frontend/windows/coding_detail/main.py	已逐文件读取并完成首轮复核；py 文件 326 行，顶层符号 1，导入语句 11。
751	frontend	code	reviewed-no-confirmed-dead-code	checked	frontend/windows/coding_detail/mixins/__init__.py	已逐文件读取并完成首轮复核；py 文件 17 行，顶层符号 0，导入语句 5。
752	frontend	code	reviewed-no-confirmed-dead-code	checked	frontend/windows/coding_detail/mixins/edit_dispatcher.py	已逐文件读取并完成首轮复核；py 文件 351 行，顶层符号 1，导入语句 3。
753	frontend	code	reviewed-dead-code-cleaned	edited	frontend/windows/coding_detail/mixins/header_manager.py	第五十一轮复核：移除零引用无效导入 `logging`、`QProgressBar` 与零引用 `logger`。
754	frontend	code	reviewed-no-confirmed-dead-code	checked	frontend/windows/coding_detail/mixins/save_manager.py	已逐文件读取并完成首轮复核；py 文件 130 行，顶层符号 1，导入语句 6。
755	frontend	code	reviewed-no-confirmed-dead-code	checked	frontend/windows/coding_detail/mixins/section_loader.py	已逐文件读取并完成首轮复核；py 文件 145 行，顶层符号 1，导入语句 5。
756	frontend	code	reviewed-no-confirmed-dead-code	checked	frontend/windows/coding_detail/mixins/tab_manager.py	已逐文件读取并完成首轮复核；py 文件 135 行，顶层符号 1，导入语句 6。
757	frontend	code	reviewed-dead-code-cleaned	edited	frontend/windows/coding_detail/sections/__init__.py	第三十一轮复核：当前仓库仅通过包级入口使用 4 个主 Section，移除 SystemNode、ModuleNode、GroupedDependencyCard、GeneratedItemCard 的残留转发导出。
758	frontend	code	reviewed-dead-code-cleaned	edited	frontend/windows/coding_detail/sections/architecture.py	第五十轮复核：移除零引用无效导入 `QGridLayout`。
759	frontend	code	reviewed-dead-code-cleaned	edited	frontend/windows/coding_detail/sections/dependencies.py	第五十轮复核：移除零引用无效导入 `QGridLayout`。
760	frontend	code	reviewed-dead-code-cleaned	edited	frontend/windows/coding_detail/sections/directory.py	第五十轮复核：移除零引用无效导入 `Optional`、`QFrame`、`QHeaderView`、`QSizePolicy`。
761	frontend	code	reviewed-dead-code-cleaned	edited	frontend/windows/coding_detail/sections/generated.py	第四十九轮复核：移除零引用无效导入 `logging`、`QScrollArea`、`QSizePolicy` 与零引用 `logger`。
762	frontend	code	reviewed-dead-code-cleaned	edited	frontend/windows/coding_detail/sections/generation.py	第五十轮复核：移除零引用无效导入 `Any`。
763	frontend	code	reviewed-dead-code-cleaned	edited	frontend/windows/coding_detail/sections/modules.py	第四十九轮复核：移除零引用无效导入 `logging`、`QScrollArea`、`QSizePolicy` 与零引用 `logger`。
764	frontend	code	reviewed-dead-code-cleaned	edited	frontend/windows/coding_detail/sections/overview.py	第四十九轮复核：移除零引用无效导入 `logging`、`List` 与零引用 `logger`。
765	frontend	code	reviewed-no-confirmed-dead-code	checked	frontend/windows/coding_detail/sections/planning.py	已逐文件读取并完成首轮复核；py 文件 535 行，顶层符号 1，导入语句 7。
766	frontend	code	reviewed-dead-code-cleaned	edited	frontend/windows/coding_detail/sections/systems.py	第四十九轮复核：移除零引用无效导入 `Optional`、`QScrollArea`、`QSizePolicy`、`QMenu`、`QAction`。
767	frontend	code	reviewed-no-confirmed-dead-code	checked	frontend/windows/coding_inspiration/__init__.py	已逐文件读取并完成首轮复核；py 文件 10 行，顶层符号 0，导入语句 1。
768	frontend	code	reviewed-no-confirmed-dead-code	checked	frontend/windows/coding_inspiration/main.py	已逐文件读取并完成首轮复核；py 文件 320 行，顶层符号 1，导入语句 10。
769	frontend	code	reviewed-dead-code-cleaned	edited	frontend/windows/inspiration_mode/__init__.py	第三十一轮复核：当前仓库仅通过包级入口使用 InspirationMode，移除 9 个残留顶层转发导出。
770	frontend	code	reviewed-dead-code-cleaned	edited	frontend/windows/inspiration_mode/components/__init__.py	第三十一轮复核：当前仓库仅通过包级入口移除 InspiredOptionCard 的残留转发导出，保留其余真实使用的组件入口。
771	frontend	code	reviewed-no-confirmed-dead-code	checked	frontend/windows/inspiration_mode/components/blueprint_confirmation.py	已逐文件读取并完成首轮复核；py 文件 655 行，顶层符号 1，导入语句 7。
772	frontend	code	reviewed-no-confirmed-dead-code	checked	frontend/windows/inspiration_mode/components/blueprint_display.py	已逐文件读取并完成首轮复核；py 文件 192 行，顶层符号 1，导入语句 5。
773	frontend	code	reviewed-no-confirmed-dead-code	checked	frontend/windows/inspiration_mode/components/chat_bubble.py	已逐文件读取并完成首轮复核；py 文件 285 行，顶层符号 1，导入语句 7。
774	frontend	code	reviewed-no-confirmed-dead-code	checked	frontend/windows/inspiration_mode/components/conversation_input.py	已逐文件读取并完成首轮复核；py 文件 159 行，顶层符号 1，导入语句 6。
775	frontend	code	reviewed-no-confirmed-dead-code	checked	frontend/windows/inspiration_mode/components/inspired_option_card.py	已逐文件读取并完成首轮复核；py 文件 379 行，顶层符号 2，导入语句 7。
776	frontend	code	reviewed-no-confirmed-dead-code	checked	frontend/windows/inspiration_mode/main.py	已逐文件读取并完成首轮复核；py 文件 254 行，顶层符号 1，导入语句 8。
777	frontend	code	reviewed-no-confirmed-dead-code	checked	frontend/windows/inspiration_mode/mixins/__init__.py	已逐文件读取并完成首轮复核；py 文件 18 行，顶层符号 0，导入语句 3。
778	frontend	code	reviewed-no-confirmed-dead-code	checked	frontend/windows/inspiration_mode/mixins/base_ui_mixin.py	已逐文件读取并完成首轮复核；py 文件 266 行，顶层符号 1，导入语句 6。
779	frontend	code	reviewed-no-confirmed-dead-code	checked	frontend/windows/inspiration_mode/mixins/blueprint_handler.py	已逐文件读取并完成首轮复核；py 文件 391 行，顶层符号 1，导入语句 2。
780	frontend	code	reviewed-no-confirmed-dead-code	checked	frontend/windows/inspiration_mode/mixins/conversation_manager.py	已逐文件读取并完成首轮复核；py 文件 412 行，顶层符号 1，导入语句 3。
781	frontend	code	reviewed-no-confirmed-dead-code	checked	frontend/windows/inspiration_mode/services/__init__.py	已逐文件读取并完成首轮复核；py 文件 12 行，顶层符号 0，导入语句 1。
782	frontend	code	reviewed-no-confirmed-dead-code	checked	frontend/windows/inspiration_mode/services/conversation_state.py	已逐文件读取并完成首轮复核；py 文件 70 行，顶层符号 1，导入语句 2。
783	frontend	code	reviewed-no-confirmed-dead-code	checked	frontend/windows/main_window.py	已逐文件读取并完成首轮复核；py 文件 1222 行，顶层符号 1，导入语句 16。
784	frontend	code	reviewed-dead-code-cleaned	edited	frontend/windows/novel_detail/__init__.py	第二十八轮复核：当前仓库仅通过包级入口使用 NovelDetail，移除 24 个残留顶层转发导出。
785	frontend	text	reviewed-noncode	checked	frontend/windows/novel_detail/chapter_outline/REFACTORING_SUMMARY.md	文本/配置文件，已逐文件读取，228 行，不涉及死代码。
786	frontend	code	reviewed-dead-code-cleaned	edited	frontend/windows/novel_detail/chapter_outline/__init__.py	第二十九轮复核：当前仓库仅通过包级入口使用 ChapterOutlineSection，移除 10 个残留顶层转发导出。
787	frontend	code	reviewed-dead-code-cleaned	edited	frontend/windows/novel_detail/chapter_outline/components/__init__.py	第三十轮复核：当前仓库仅通过包级入口使用 OutlineListView、OutlineActionBar、LongNovelEmptyState、ShortNovelEmptyState，移除 OutlineRow 的残留转发导出。
788	frontend	code	reviewed-no-confirmed-dead-code	checked	frontend/windows/novel_detail/chapter_outline/components/action_bar.py	已逐文件读取并完成首轮复核；py 文件 255 行，顶层符号 1，导入语句 6。
789	frontend	code	reviewed-no-confirmed-dead-code	checked	frontend/windows/novel_detail/chapter_outline/components/empty_states.py	已逐文件读取并完成首轮复核；py 文件 116 行，顶层符号 3，导入语句 5。
790	frontend	code	reviewed-no-confirmed-dead-code	checked	frontend/windows/novel_detail/chapter_outline/components/outline_list.py	已逐文件读取并完成首轮复核；py 文件 170 行，顶层符号 1，导入语句 7。
791	frontend	code	reviewed-no-confirmed-dead-code	checked	frontend/windows/novel_detail/chapter_outline/components/outline_row.py	已逐文件读取并完成首轮复核；py 文件 223 行，顶层符号 1，导入语句 5。
792	frontend	code	reviewed-dead-code-cleaned	edited	frontend/windows/novel_detail/chapter_outline/dialogs/__init__.py	第三十轮复核：当前仓库仅通过包级入口使用 ChapterOutlineEditDialog，移除 PartOutlineDetailDialog、ChapterOutlineDetailDialog 的残留转发导出。
793	frontend	code	reviewed-no-confirmed-dead-code	checked	frontend/windows/novel_detail/chapter_outline/dialogs/chapter_detail_dialog.py	已逐文件读取并完成首轮复核；py 文件 288 行，顶层符号 1，导入语句 5。
794	frontend	code	reviewed-no-confirmed-dead-code	checked	frontend/windows/novel_detail/chapter_outline/dialogs/chapter_edit_dialog.py	已逐文件读取并完成首轮复核；py 文件 38 行，顶层符号 1，导入语句 1。
795	frontend	code	reviewed-no-confirmed-dead-code	checked	frontend/windows/novel_detail/chapter_outline/dialogs/part_detail_dialog.py	已逐文件读取并完成首轮复核；py 文件 401 行，顶层符号 1，导入语句 5。
796	frontend	code	reviewed-no-confirmed-dead-code	checked	frontend/windows/novel_detail/chapter_outline/handlers/__init__.py	已逐文件读取并完成首轮复核；py 文件 15 行，顶层符号 0，导入语句 2。
797	frontend	code	reviewed-no-confirmed-dead-code	checked	frontend/windows/novel_detail/chapter_outline/handlers/chapter_outline_handler.py	已逐文件读取并完成首轮复核；py 文件 422 行，顶层符号 1，导入语句 6。
798	frontend	code	reviewed-no-confirmed-dead-code	checked	frontend/windows/novel_detail/chapter_outline/handlers/part_outline_handler.py	已逐文件读取并完成首轮复核；py 文件 400 行，顶层符号 1，导入语句 8。
799	frontend	code	reviewed-no-confirmed-dead-code	checked	frontend/windows/novel_detail/chapter_outline/main.py	已逐文件读取并完成首轮复核；py 文件 461 行，顶层符号 1，导入语句 14。
800	frontend	code	reviewed-no-confirmed-dead-code	checked	frontend/windows/novel_detail/chapter_outline/utils/__init__.py	已逐文件读取并完成首轮复核；py 文件 7 行，顶层符号 0，导入语句 0。
801	frontend	code	reviewed-no-confirmed-dead-code	checked	frontend/windows/novel_detail/components/__init__.py	已逐文件读取并完成首轮复核；py 文件 17 行，顶层符号 0，导入语句 3。
802	frontend	code	reviewed-no-confirmed-dead-code	checked	frontend/windows/novel_detail/components/character_portraits_widget.py	已逐文件读取并完成首轮复核；py 文件 844 行，顶层符号 2，导入语句 11。
803	frontend	code	reviewed-no-confirmed-dead-code	checked	frontend/windows/novel_detail/components/character_row.py	已逐文件读取并完成首轮复核；py 文件 356 行，顶层符号 2，导入语句 5。
804	frontend	code	reviewed-no-confirmed-dead-code	checked	frontend/windows/novel_detail/components/relationship_row.py	已逐文件读取并完成首轮复核；py 文件 414 行，顶层符号 2，导入语句 5。
805	frontend	code	reviewed-no-confirmed-dead-code	checked	frontend/windows/novel_detail/dialogs/__init__.py	已逐文件读取并完成首轮复核；py 文件 23 行，顶层符号 0，导入语句 5。
806	frontend	code	reviewed-no-confirmed-dead-code	checked	frontend/windows/novel_detail/dialogs/base_book_list_edit_dialog.py	已逐文件读取并完成首轮复核；py 文件 388 行，顶层符号 3，导入语句 7。
807	frontend	code	reviewed-no-confirmed-dead-code	checked	frontend/windows/novel_detail/dialogs/character_edit_dialog.py	已逐文件读取并完成首轮复核；py 文件 288 行，顶层符号 2，导入语句 6。
808	frontend	code	reviewed-dead-code-cleaned	edited	frontend/windows/novel_detail/dialogs/edit_dialog.py	第五十二轮复核：移除零引用无效导入 `QWidget`、`Any`。
809	frontend	code	reviewed-no-confirmed-dead-code	checked	frontend/windows/novel_detail/dialogs/list_edit_dialog.py	已逐文件读取并完成首轮复核；py 文件 177 行，顶层符号 2，导入语句 5。
810	frontend	code	reviewed-no-confirmed-dead-code	checked	frontend/windows/novel_detail/dialogs/refine_dialog.py	已逐文件读取并完成首轮复核；py 文件 171 行，顶层符号 1，导入语句 5。
811	frontend	code	reviewed-no-confirmed-dead-code	checked	frontend/windows/novel_detail/dialogs/relationship_edit_dialog.py	已逐文件读取并完成首轮复核；py 文件 254 行，顶层符号 2，导入语句 5。
812	frontend	code	reviewed-dead-code-cleaned	edited	frontend/windows/novel_detail/dirty_tracker.py	第五十二轮复核：移除零引用无效导入 `Optional`、`Tuple`。
813	frontend	code	reviewed-no-confirmed-dead-code	checked	frontend/windows/novel_detail/main.py	已逐文件读取并完成首轮复核；py 文件 418 行，顶层符号 1，导入语句 14。
814	frontend	code	reviewed-no-confirmed-dead-code	checked	frontend/windows/novel_detail/mixins/__init__.py	已逐文件读取并完成首轮复核；py 文件 35 行，顶层符号 0，导入语句 9。
815	frontend	code	reviewed-no-confirmed-dead-code	checked	frontend/windows/novel_detail/mixins/avatar_handler.py	已逐文件读取并完成首轮复核；py 文件 166 行，顶层符号 1，导入语句 6。
816	frontend	code	reviewed-no-confirmed-dead-code	checked	frontend/windows/novel_detail/mixins/blueprint_refiner.py	已逐文件读取并完成首轮复核；py 文件 157 行，顶层符号 1，导入语句 5。
817	frontend	code	reviewed-no-confirmed-dead-code	checked	frontend/windows/novel_detail/mixins/edit_dispatcher.py	已逐文件读取并完成首轮复核；py 文件 290 行，顶层符号 1，导入语句 3。
818	frontend	code	reviewed-no-confirmed-dead-code	checked	frontend/windows/novel_detail/mixins/header_manager.py	已逐文件读取并完成首轮复核；py 文件 364 行，顶层符号 1，导入语句 7。
819	frontend	code	reviewed-no-confirmed-dead-code	checked	frontend/windows/novel_detail/mixins/import_analyzer.py	已逐文件读取并完成首轮复核；py 文件 154 行，顶层符号 1，导入语句 5。
820	frontend	code	reviewed-no-confirmed-dead-code	checked	frontend/windows/novel_detail/mixins/rag_manager.py	已逐文件读取并完成首轮复核；py 文件 159 行，顶层符号 1，导入语句 4。
821	frontend	code	reviewed-no-confirmed-dead-code	checked	frontend/windows/novel_detail/mixins/save_manager.py	已逐文件读取并完成首轮复核；py 文件 321 行，顶层符号 5，导入语句 6。
822	frontend	code	reviewed-no-confirmed-dead-code	checked	frontend/windows/novel_detail/mixins/section_loader.py	已逐文件读取并完成首轮复核；py 文件 187 行，顶层符号 1，导入语句 5。
823	frontend	code	reviewed-no-confirmed-dead-code	checked	frontend/windows/novel_detail/mixins/tab_manager.py	已逐文件读取并完成首轮复核；py 文件 162 行，顶层符号 1，导入语句 5。
824	frontend	code	reviewed-no-confirmed-dead-code	checked	frontend/windows/novel_detail/section_styles.py	已逐文件读取并完成首轮复核；py 文件 97 行，顶层符号 1，导入语句 2。
825	frontend	code	reviewed-no-confirmed-dead-code	checked	frontend/windows/novel_detail/sections/__init__.py	已逐文件读取并完成首轮复核；py 文件 23 行，顶层符号 0，导入语句 5。
826	frontend	code	reviewed-no-confirmed-dead-code	checked	frontend/windows/novel_detail/sections/chapter_list_model.py	已逐文件读取并完成首轮复核；py 文件 238 行，顶层符号 3，导入语句 7。
827	frontend	code	reviewed-no-confirmed-dead-code	checked	frontend/windows/novel_detail/sections/chapters_section.py	已逐文件读取并完成首轮复核；py 文件 575 行，顶层符号 1，导入语句 13。
828	frontend	code	reviewed-no-confirmed-dead-code	checked	frontend/windows/novel_detail/sections/characters_section.py	已逐文件读取并完成首轮复核；py 文件 318 行，顶层符号 1，导入语句 8。
829	frontend	code	reviewed-no-confirmed-dead-code	checked	frontend/windows/novel_detail/sections/overview_section.py	已逐文件读取并完成首轮复核；py 文件 337 行，顶层符号 1，导入语句 6。
830	frontend	code	reviewed-no-confirmed-dead-code	checked	frontend/windows/novel_detail/sections/relationships_section.py	已逐文件读取并完成首轮复核；py 文件 235 行，顶层符号 1，导入语句 7。
831	frontend	code	reviewed-dead-code-cleaned	edited	frontend/windows/novel_detail/sections/world_setting_section.py	第五十二轮复核：移除零引用无效导入 `QScrollArea`。
832	frontend	code	reviewed-dead-code-cleaned	edited	frontend/windows/settings/__init__.py	第二十八轮复核：当前仓库仅通过包级入口使用 SettingsView，移除 4 个残留对话框转发导出。
833	frontend	code	reviewed-dead-code-cleaned	edited	frontend/windows/settings/advanced_settings_widget.py	第五十二轮复核：移除零引用无效导入 `QPushButton`、`QFrame`、`Qt`。
834	frontend	code	reviewed-no-confirmed-dead-code	checked	frontend/windows/settings/base_config_list_widget.py	已逐文件读取并完成首轮复核；py 文件 422 行，顶层符号 1，导入语句 10。
835	frontend	code	reviewed-no-confirmed-dead-code	checked	frontend/windows/settings/config_io_helper.py	已逐文件读取并完成首轮复核；py 文件 119 行，顶层符号 3，导入语句 4。
836	frontend	code	reviewed-no-confirmed-dead-code	checked	frontend/windows/settings/dialogs/__init__.py	已逐文件读取并完成首轮复核；py 文件 21 行，顶层符号 0，导入语句 4。
837	frontend	code	reviewed-no-confirmed-dead-code	checked	frontend/windows/settings/dialogs/config_dialog.py	已逐文件读取并完成首轮复核；py 文件 152 行，顶层符号 1，导入语句 4。
838	frontend	code	reviewed-no-confirmed-dead-code	checked	frontend/windows/settings/dialogs/embedding_config_dialog.py	已逐文件读取并完成首轮复核；py 文件 241 行，顶层符号 1，导入语句 4。
839	frontend	code	reviewed-no-confirmed-dead-code	checked	frontend/windows/settings/dialogs/prompt_edit_dialog.py	已逐文件读取并完成首轮复核；py 文件 237 行，顶层符号 1，导入语句 7。
840	frontend	code	reviewed-no-confirmed-dead-code	checked	frontend/windows/settings/dialogs/test_result_dialog.py	已逐文件读取并完成首轮复核；py 文件 202 行，顶层符号 1，导入语句 5。
841	frontend	code	reviewed-no-confirmed-dead-code	checked	frontend/windows/settings/embedding_settings_widget.py	已逐文件读取并完成首轮复核；py 文件 128 行，顶层符号 1，导入语句 4。
842	frontend	code	reviewed-no-confirmed-dead-code	checked	frontend/windows/settings/image_settings_widget.py	已逐文件读取并完成首轮复核；py 文件 474 行，顶层符号 2，导入语句 7。
843	frontend	code	reviewed-no-confirmed-dead-code	checked	frontend/windows/settings/llm_settings_widget.py	已逐文件读取并完成首轮复核；py 文件 89 行，顶层符号 1，导入语句 5。
844	frontend	code	reviewed-dead-code-cleaned	edited	frontend/windows/settings/max_tokens_settings_widget.py	第五十三轮复核：移除零引用无效导入 `QPushButton`、`sp`。
845	frontend	code	reviewed-dead-code-cleaned	edited	frontend/windows/settings/prompt_settings_widget.py	第五十三轮复核：移除零引用无效导入 `QStackedWidget`。
846	frontend	code	reviewed-no-confirmed-dead-code	checked	frontend/windows/settings/queue_settings_widget.py	已逐文件读取并完成首轮复核；py 文件 412 行，顶层符号 1，导入语句 8。
847	frontend	code	reviewed-dead-code-cleaned	edited	frontend/windows/settings/temperature_settings_widget.py	第五十三轮复核：移除零引用无效导入 `QPushButton`。
848	frontend	code	reviewed-dead-code-cleaned	edited	frontend/windows/settings/theme_settings/__init__.py	第二十八轮复核：当前仓库仅通过包级入口使用 UnifiedThemeSettingsWidget，移除 13 个残留 V1/V2 配置与组件导出。
849	frontend	code	reviewed-no-confirmed-dead-code	checked	frontend/windows/settings/theme_settings/config_editor.py	已逐文件读取并完成首轮复核；py 文件 600 行，顶层符号 3，导入语句 9。
850	frontend	code	reviewed-no-confirmed-dead-code	checked	frontend/windows/settings/theme_settings/config_groups.py	已逐文件读取并完成首轮复核；py 文件 217 行，顶层符号 0，导入语句 0。
851	frontend	code	reviewed-no-confirmed-dead-code	checked	frontend/windows/settings/theme_settings/io_handler.py	已逐文件读取并完成首轮复核；py 文件 119 行，顶层符号 1，导入语句 5。
852	frontend	code	reviewed-no-confirmed-dead-code	checked	frontend/windows/settings/theme_settings/styles.py	已逐文件读取并完成首轮复核；py 文件 371 行，顶层符号 2，导入语句 5。
853	frontend	code	reviewed-no-confirmed-dead-code	checked	frontend/windows/settings/theme_settings/unified_widget.py	已逐文件读取并完成首轮复核；py 文件 302 行，顶层符号 1，导入语句 8。
854	frontend	code	reviewed-no-confirmed-dead-code	checked	frontend/windows/settings/theme_settings/v2_components.py	已逐文件读取并完成首轮复核；py 文件 422 行，顶层符号 3，导入语句 6。
